MapID;Name;Shape;Position;Rotation;Unk2C;Unk40;MapStudioLayer;UnkE08;MapID;UnkS04;UnkS0C;ActivationPartName;EntityID;EnableDist;TransitionDist;UnkT08;UnkT09;UnkT0A;UnkT24;UnkT28;UnkT2C;UnkT2E;UnkT2F;UnkT30;UnkT33;UnkT34;UnkT36;
m11_00_00_00;Env_Box556;SoulsFormats.MSB+Shape+Box;<-94.707, -54.483, -83.8>;<0, -105, 0>;8646;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;19;1;
m11_00_00_00;Env_Box559;SoulsFormats.MSB+Shape+Box;<-79.45, -52.459, -102.349>;<-0, 164.889, 0>;8667;0;4294967295;255;-1;0;-1;;0;0;4;0;10;-1;1;1;0;True;True;-1;True;42;1;
m11_00_00_00;Env_Box560;SoulsFormats.MSB+Shape+Box;<-74.76, -49.421, -101.774>;<-0, 164.889, 0>;8528;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;41;1;
m11_00_00_00;Env_Box561;SoulsFormats.MSB+Shape+Box;<-119.795, -75.182, -126.115>;<0, -15, 0>;8648;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;40;1;
m11_00_00_00;Env_Box562;SoulsFormats.MSB+Shape+Box;<-125.124, -67.745, -162.538>;<-0, 45, 0>;8650;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;20;1;
m11_00_00_00;Env_Box563;SoulsFormats.MSB+Shape+Box;<-166.125, -67.678, -203.733>;<-0, 45, 0>;8652;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;25;1;
m11_00_00_00;Env_Box564;SoulsFormats.MSB+Shape+Box;<-157.428, -77.678, -201.763>;<-0, 45, 0>;8654;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;0.1;0.1;0;True;True;-1;True;40;1;
m11_00_00_00;Env_Box565;SoulsFormats.MSB+Shape+Box;<-191.025, -68.141, -186.034>;<-0, 134.889, 0>;8534;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;24;1;
m11_00_00_00;Env_Box566;SoulsFormats.MSB+Shape+Box;<-236.5, -70.465, -140.735>;<-0, 134.889, 0>;8656;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;24;1;
m11_00_00_00;Env_Box567;SoulsFormats.MSB+Shape+Box;<-220.051, -66.435, -220.262>;<-0, 149.889, 0>;8572;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;40;1;
m11_00_00_00;Env_Box568;SoulsFormats.MSB+Shape+Box;<-193.225, -67.248, -229.658>;<-0, 60, 0>;8616;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;20;1;
m11_00_00_00;Env_Box570;SoulsFormats.MSB+Shape+Box;<-185.914, -39.072, -313.024>;<0, -45, 0>;8522;0;4294967295;255;-1;0;-1;;0;0;1.5;0;10;-1;1;1;0;True;True;-1;True;20;1;
m11_00_00_00;Env_Box573;SoulsFormats.MSB+Shape+Box;<-225.559, -76.791, -185.422>;<-0, 136, 0>;8527;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;32;1;
m11_00_00_00;Env_Box600;SoulsFormats.MSB+Shape+Box;<66.149, 64.16, -453.442>;<0, -37.5, 0>;9177;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;42;1;
m11_00_00_00;Env_Box606;SoulsFormats.MSB+Shape+Box;<-99.363, -22.802, -353.449>;<-0, -0, 0>;9160;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;30;1;
m11_00_00_00;Env_Box607;SoulsFormats.MSB+Shape+Box;<-12.538, -88.593, -354.266>;<-0, -130.55, 0>;8665;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;10;1;
m11_00_00_00;Env_Box650;SoulsFormats.MSB+Shape+Box;<-206.7, -89.759, -144.834>;<-0, 45, 0>;9045;0;4294967295;255;-1;0;-1;;0;0;0.2;0;10;-1;1;1;0;True;True;-1;True;31;1;
m11_00_00_00;Env_Box653;SoulsFormats.MSB+Shape+Box;<-232.779, -84.247, -145.358>;<-0, 45, 0>;8502;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;32;1;
m11_00_00_00;Env_Box654;SoulsFormats.MSB+Shape+Box;<-272.207, -66.434, -170.194>;<-0, 45, 0>;8504;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;19;1;
m11_05_00_00;Env_Box000;SoulsFormats.MSB+Shape+Box;<45.614, -919.054, -514.45>;<-0, -0, 0>;9002;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;4;1;
m11_05_00_00;Env_Box004;SoulsFormats.MSB+Shape+Box;<-33.067, -1.055, 10.9>;<-0, -135, 0>;8514;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;71;1;
m11_05_00_00;Env_Box005;SoulsFormats.MSB+Shape+Box;<-47.92, -84.252, 25.877>;<-0, -135, 0>;8515;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;71;1;
m11_05_00_00;Env_Box006;SoulsFormats.MSB+Shape+Box;<-47.92, -39.038, 25.877>;<-0, 135, 0>;8508;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;70;1;
m11_05_00_00;Env_Box007;SoulsFormats.MSB+Shape+Box;<-67.908, -61.152, 41.325>;<-0, -146, 0>;8511;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;70;1;
m11_05_00_00;Env_Box008;SoulsFormats.MSB+Shape+Box;<-16.616, -0.871, 1.564>;<-0, 180, 0>;8512;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;70;1;
m11_05_00_00;Env_Box009;SoulsFormats.MSB+Shape+Box;<0.193, -0.448, -1.262>;<-0, 0, 0>;8509;0;4294967295;255;-1;0;-1;;0;0;1;0;10;-1;1;1;0;True;True;-1;True;71;1;
m11_05_00_00;Env_Box010;SoulsFormats.MSB+Shape+Box;<0.715, -46.051, -54.507>;<-0, 180, 0>;8594;0;4294967295;255;-1;0;-1;;0;160;8;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box012;SoulsFormats.MSB+Shape+Box;<-30.316, -54.302, -138.947>;<0, -105.588, 0>;8596;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box013;SoulsFormats.MSB+Shape+Box;<-5.644, -87.48, -121.2>;<-0, 90, 0>;8574;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;52;1;
m11_05_00_00;Env_Box015;SoulsFormats.MSB+Shape+Box;<-28.897, -54.302, -249.907>;<0, -90.588, 0>;8602;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box105;SoulsFormats.MSB+Shape+Box;<-32.051, 4.539, -80.2>;<0, -0, 0>;9011;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;71;1;
m11_05_00_00;Env_Box106;SoulsFormats.MSB+Shape+Box;<-50.36, -3.775, -78.95>;<0, -40, 0>;9014;0;4294967295;255;-1;0;-1;;0;0;2;0;10;-1;1;1;0;True;True;-1;True;70;1;
m11_05_00_00;Env_Box107;SoulsFormats.MSB+Shape+Box;<-55.149, -8.373, -93.503>;<0, -45.825, 0>;9016;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box109;SoulsFormats.MSB+Shape+Box;<-24.815, -53.165, -188.448>;<0, -90.588, 0>;8500;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box113;SoulsFormats.MSB+Shape+Box;<-202.003, -38.61, -341.703>;<-0, -135.588, 0>;8506;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;53;1;
m11_05_00_00;Env_Box135;SoulsFormats.MSB+Shape+Box;<-69.094, -12.153, -78.134>;<-0, -141.801, 0>;8667;0;4294967295;255;-1;0;-1;;0;0;0.5;0;10;-1;0.1;0.1;0;True;True;-1;True;72;1;
m11_05_00_00;Env_Box143;SoulsFormats.MSB+Shape+Box;<-212.374, -81.713, -368.769>;<-0, 45, 0>;8521;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box153;SoulsFormats.MSB+Shape+Box;<-182.872, -43.226, -344.968>;<-0, 35, 0>;8522;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box207;SoulsFormats.MSB+Shape+Box;<-132.144, 26.689, -410.287>;<0, -0, 0>;8542;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;71;1;
m11_05_00_00;Env_Box208;SoulsFormats.MSB+Shape+Box;<-159.567, 25.844, -386.529>;<0, -0, 0>;8544;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;72;1;
m11_05_00_00;Env_Box209;SoulsFormats.MSB+Shape+Box;<-125.162, 28.467, -386.529>;<0, -0, 0>;8546;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;70;1;
m11_05_00_00;Env_Box210;SoulsFormats.MSB+Shape+Box;<-131.94, 28.077, -363.471>;<0, -0, 0>;8549;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;71;1;
m11_05_00_00;Env_Box234;SoulsFormats.MSB+Shape+Box;<122.719, -74.751, -200.153>;<-0, -0, 0>;8564;0;4294967295;255;-1;0;-1;;0;250;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box250;SoulsFormats.MSB+Shape+Box;<-354.989, -19.434, -465.867>;<-0, 100, 0>;8571;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box253;SoulsFormats.MSB+Shape+Box;<38.212, -86.695, -126.227>;<-0, 120, 0>;8576;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;51;1;
m11_05_00_00;Env_Box254;SoulsFormats.MSB+Shape+Box;<71.347, -86.852, -212.723>;<-0, 180, 0>;8578;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;53;1;
m11_05_00_00;Env_Box255;SoulsFormats.MSB+Shape+Box;<40.691, -71.059, -220.938>;<-0, 180, 0>;8580;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;7;1;
m11_05_00_00;Env_Box258;SoulsFormats.MSB+Shape+Box;<122.719, -19.924, -200.153>;<-0, -0, 0>;8581;0;4294967295;255;-1;0;-1;;0;250;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box259;SoulsFormats.MSB+Shape+Box;<94.665, -50.088, -192.896>;<-0, 180, 0>;8583;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;55;1;
m11_05_00_00;Env_Box260;SoulsFormats.MSB+Shape+Box;<65.131, -88.265, -164.272>;<-0, 152.954, 0>;8586;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;52;1;
m11_05_00_00;Env_Box272;SoulsFormats.MSB+Shape+Box;<110.899, -28.046, -199.942>;<-0, 180, 0>;8590;0;4294967295;255;-1;0;-1;;0;250;3;0;10;-1;1;1;0;True;True;-1;True;8;1;
m11_05_00_00;Env_Box273;SoulsFormats.MSB+Shape+Box;<70.154, -41.194, -99.694>;<-0, 145, 0>;8593;0;4294967295;255;-1;0;-1;;0;250;3;0;10;-1;1;1;0;True;True;-1;True;7;1;
m11_05_00_00;Env_Box308;SoulsFormats.MSB+Shape+Box;<-29.347, -52.8, -220.762>;<0, -90.111, 0>;8502;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;62;1;
m11_05_00_00;Env_Box350;SoulsFormats.MSB+Shape+Box;<-81.964, -44.094, -123.313>;<0, -105.111, 0>;8669;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;53;1;
m11_05_00_00;Env_Box351;SoulsFormats.MSB+Shape+Box;<-65.401, -35.412, -180.876>;<0, -105.111, 0>;8672;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;51;1;
m11_05_00_00;Env_Box352;SoulsFormats.MSB+Shape+Box;<-67.364, -23.863, -246.479>;<0, -105.111, 0>;8674;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box353;SoulsFormats.MSB+Shape+Box;<-138.522, -48.059, -141.755>;<0, -105.111, 0>;8675;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box354;SoulsFormats.MSB+Shape+Box;<-122.728, -48.059, -199.384>;<0, -105.111, 0>;8677;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;52;1;
m11_05_00_00;Env_Box355;SoulsFormats.MSB+Shape+Box;<-196.181, -51.367, -158.353>;<0, -105.111, 0>;8680;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;51;1;
m11_05_00_00;Env_Box356;SoulsFormats.MSB+Shape+Box;<-180.096, -62.731, -215.511>;<0, -105.111, 0>;8681;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;55;1;
m11_05_00_00;Env_Box357;SoulsFormats.MSB+Shape+Box;<-125.338, -40.239, -262.145>;<0, -105.111, 0>;8683;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;51;1;
m11_05_00_00;Env_Box358;SoulsFormats.MSB+Shape+Box;<-180.461, -40.239, -278.688>;<0, -105.111, 0>;8685;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box359;SoulsFormats.MSB+Shape+Box;<-230.199, -51.367, -124.661>;<0, -45.111, 0>;8688;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;53;1;
m11_05_00_00;Env_Box360;SoulsFormats.MSB+Shape+Box;<-272.029, -51.367, -167.254>;<0, -45.111, 0>;8690;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;52;1;
m11_05_00_00;Env_Box361;SoulsFormats.MSB+Shape+Box;<-228.457, -45.526, -201.539>;<0, -45.111, 0>;8692;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box362;SoulsFormats.MSB+Shape+Box;<-165.817, -31.868, -329.07>;<0, -105.111, 0>;8694;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;52;1;
m11_05_00_00;Env_Box363;SoulsFormats.MSB+Shape+Box;<-115.08, -31.868, -311.275>;<0, -105.111, 0>;8696;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;53;1;
m11_05_00_00;Env_Box364;SoulsFormats.MSB+Shape+Box;<21.133, -87.616, -179.189>;<0, -90.111, 0>;8698;0;4294967295;255;-1;0;-1;;0;0;5;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box365;SoulsFormats.MSB+Shape+Box;<12.113, -87.616, -246.277>;<0, -90.111, 0>;8699;0;4294967295;255;-1;0;-1;;0;0;5;0;10;-1;1;1;0;True;True;-1;True;51;1;
m11_05_00_00;Env_Box366;SoulsFormats.MSB+Shape+Box;<65.62, -87.616, -271.195>;<0, -90.111, 0>;8702;0;4294967295;255;-1;0;-1;;0;0;5;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box400;SoulsFormats.MSB+Shape+Box;<-157.473, -77.541, -201.835>;<-0, -0, 0>;8712;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;73;1;
m11_05_00_00;Env_Box500;SoulsFormats.MSB+Shape+Box;<27.333, 4.148, -402.009>;<0, -37.5, 0>;8598;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;70;1;
m11_05_00_00;Env_Box501;SoulsFormats.MSB+Shape+Box;<64.764, 63.377, -451.247>;<0, -37.5, 0>;8604;0;4294967295;255;-1;0;-1;;0;0;10;0;10;-1;2;1.5;0;True;True;-1;True;71;1;
m11_05_00_00;Env_Box502;SoulsFormats.MSB+Shape+Box;<-14.959, 0.225, -346.893>;<0, -37.5, 0>;8605;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;71;1;
m11_05_00_00;Env_Box503;SoulsFormats.MSB+Shape+Box;<-52.42, -1.855, -305.051>;<0, -15, 0>;8600;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;72;1;
m11_05_00_00;Env_Box504;SoulsFormats.MSB+Shape+Box;<-102.264, -14.473, -320.383>;<0, -15, 0>;8558;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;62;1;
m11_05_00_00;Env_Box505;SoulsFormats.MSB+Shape+Box;<-124.768, -15.235, -334.786>;<0, -55, 0>;8556;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box506;SoulsFormats.MSB+Shape+Box;<-132.306, -14.637, -347.518>;<0, -90, 0>;8554;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box507;SoulsFormats.MSB+Shape+Box;<-149.969, -22.261, -386.441>;<0, -90, 0>;8608;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;65;1;
m11_05_00_00;Env_Box508;SoulsFormats.MSB+Shape+Box;<-97.425, -22.802, -411.651>;<0, -0, 0>;8551;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box509;SoulsFormats.MSB+Shape+Box;<-126.574, -21.412, -439.677>;<0, -0, 0>;8541;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box510;SoulsFormats.MSB+Shape+Box;<-197.376, -35.63, -377.924>;<0, -90, 0>;8562;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;62;1;
m11_05_00_00;Env_Box511;SoulsFormats.MSB+Shape+Box;<-168.071, -23.12, -438.498>;<-0, -0, 0>;8538;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box512;SoulsFormats.MSB+Shape+Box;<-223.139, -47.545, -438.699>;<-0, -0, 0>;8536;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;51;1;
m11_05_00_00;Env_Box513;SoulsFormats.MSB+Shape+Box;<-229.143, -45.347, -377.718>;<0, -90, 0>;8610;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box514;SoulsFormats.MSB+Shape+Box;<-279.097, -28.315, -380.438>;<-0, -0, 0>;8566;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;52;1;
m11_05_00_00;Env_Box515;SoulsFormats.MSB+Shape+Box;<-254.526, 14.481, -435.823>;<-0, -0, 0>;8569;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box516;SoulsFormats.MSB+Shape+Box;<-370.242, -7.534, -377.299>;<-0, 90, 0>;8567;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box520;SoulsFormats.MSB+Shape+Box;<-317.088, -65.275, -181.026>;<-0, 160, 0>;8611;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box521;SoulsFormats.MSB+Shape+Box;<-291.641, -65.275, -177.165>;<-0, -180, 0>;8613;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box522;SoulsFormats.MSB+Shape+Box;<-270.427, -46.767, -188.682>;<-0, -135, 0>;8615;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box523;SoulsFormats.MSB+Shape+Box;<-252.95, -39.646, -206.61>;<-0, -135, 0>;8617;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box524;SoulsFormats.MSB+Shape+Box;<-240.253, -34.948, -224.91>;<-0, -120, 0>;8619;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box525;SoulsFormats.MSB+Shape+Box;<-219.566, -40.442, -248.417>;<0, -30, 0>;8527;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;62;1;
m11_05_00_00;Env_Box526;SoulsFormats.MSB+Shape+Box;<-210.091, -32.615, -277.151>;<-0, -120, 0>;8621;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box527;SoulsFormats.MSB+Shape+Box;<-207.294, -31.501, -294.631>;<0, -75, 0>;8623;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box528;SoulsFormats.MSB+Shape+Box;<-208.628, -36.728, -323.65>;<-0, 15, 0>;8532;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box529;SoulsFormats.MSB+Shape+Box;<-219.633, -37.121, -344.503>;<-0, 15, 0>;8626;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box530;SoulsFormats.MSB+Shape+Box;<-243.053, -37.121, -367.244>;<-0, 45, 0>;8533;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box531;SoulsFormats.MSB+Shape+Box;<-443.886, -108.587, -302.761>;<-0, 60, 0>;8589;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box533;SoulsFormats.MSB+Shape+Box;<-362.143, -108.14, -262.203>;<-0, 60, 0>;8523;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;62;1;
m11_05_00_00;Env_Box534;SoulsFormats.MSB+Shape+Box;<-328.637, -38.975, -244.373>;<0, -30, 0>;8531;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box535;SoulsFormats.MSB+Shape+Box;<-345.862, -37.542, -214.186>;<0, -30, 0>;8628;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;51;1;
m11_05_00_00;Env_Box536;SoulsFormats.MSB+Shape+Box;<-300.641, -37.542, -229.932>;<0, -30, 0>;8630;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;52;1;
m11_05_00_00;Env_Box537;SoulsFormats.MSB+Shape+Box;<-267.852, -37.111, -232.312>;<0, -30, 0>;8528;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box538;SoulsFormats.MSB+Shape+Box;<-281.356, -38.957, -208.923>;<0, -30, 0>;8665;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;51;1;
m11_05_00_00;Env_Box539;SoulsFormats.MSB+Shape+Box;<-296.422, -38.957, -189.493>;<0, -30, 0>;8633;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box540;SoulsFormats.MSB+Shape+Box;<-240.583, -34.337, -265.511>;<0, -30, 0>;8635;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;51;1;
m11_05_00_00;Env_Box541;SoulsFormats.MSB+Shape+Box;<-230.12, -33.802, -306.792>;<-0, 15, 0>;8637;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;50;1;
m11_05_00_00;Env_Box542;SoulsFormats.MSB+Shape+Box;<-262.846, -35.625, -337.92>;<0, -30, 0>;8639;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;51;1;
m11_05_00_00;Env_Box543;SoulsFormats.MSB+Shape+Box;<-257.894, -38.573, -270.448>;<0, -30, 0>;8641;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;62;1;
m11_05_00_00;Env_Box544;SoulsFormats.MSB+Shape+Box;<-291.872, -38.573, -290.492>;<0, -30, 0>;8643;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
m11_05_00_00;Env_Box545;SoulsFormats.MSB+Shape+Box;<-322.353, -38.573, -269.334>;<0, -30, 0>;8645;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box546;SoulsFormats.MSB+Shape+Box;<-345.446, -38.573, -317.456>;<0, -30, 0>;8647;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;62;1;
m11_05_00_00;Env_Box547;SoulsFormats.MSB+Shape+Box;<-289.716, -38.573, -325.491>;<0, -30, 0>;8649;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box550;SoulsFormats.MSB+Shape+Box;<-261.632, -65.824, -112.634>;<0, -45, 0>;8651;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;62;1;
m11_05_00_00;Env_Box551;SoulsFormats.MSB+Shape+Box;<-320.089, -60.039, -170.443>;<0, -45, 0>;8652;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;61;1;
m11_05_00_00;Env_Box552;SoulsFormats.MSB+Shape+Box;<-370.366, -64.763, -211.34>;<0, -30, 0>;8654;0;4294967295;255;-1;0;-1;;0;0;3;0;10;-1;1;1;0;True;True;-1;True;60;1;
